location,name,ip_address,status,response_time
G2,G2-G,10.8.3.157,online,1
G2,G2-H,10.8.3.158,online,1
G3,G3 Disti A-Gfloor,10.8.3.180,online,1
G3,G3-A Wing Gfloor,10.8.3.181,online,1
G3,G3-B Wing 1st,10.8.3.184,online,1
G3,G3-B Wing 2nd,10.8.3.185,online,1
G3,G3-B Wing Gfloor,10.8.3.183,online,1
G3,G3-E Wing 1st,10.8.3.187,online,1
G3,G3-E Wing 2nd,10.8.3.188,online,1
G3,G3-E Wing GFloor,10.8.3.186,online,1
G7,G7-Oricc,10.8.3.176,online,1
PKU,PKU PC Calling E-Klinik,10.60.27.174,online,1
PMU,PMU Pencawang Masuk Utama Blkg Evegre,10.8.3.29,online,1
FKAAS,A 1stFlr FKAAS Block A (South East),10.8.3.45,online,1
FKAAS,A 2ndFlr FKAAS Block A (South East),10.8.3.69,online,1
FKAAS,A 3rdFlr FKAAS Block A (South East),10.8.3.88,online,1
FKAAS,A 4thFlr FKAAS Block A (South East),10.8.3.127,online,1
FKAAS,A 5thFlrFKAAS Block A (South East),10.8.3.128,online,1
FKAAS,A 6thFlr FKAAS Block A (South East),10.8.3.129,online,1
FKAAS,A 7thFlr FKAAS Block A (South East),10.8.3.139,online,1
FKAAS,A 8thFlr FKAAS Block A (South East),10.8.3.140,online,1
FKAAS,A GrndFlr FKAAS Block A (South East),10.8.3.59,online,1
FKAAS,B 1stFlr FKAAS (Tengah),10.8.3.30,online,1
FKAAS,B Grnd Floor FKAAS (Tengah),10.8.3.4,online,1
FKAAS,C 1st Flr FKAAS (North East),10.8.3.231,online,1
FKAAS,C 2nd Flr FKAAS (North East),10.8.3.226,online,1
FKAAS,C 3rd Flr FKAAS (North East),10.8.3.227,online,1
FKAAS,C 4th Flr FKAAS (North East),10.8.3.228,online,1
FKAAS,C 5th Flr FKAAS (North East),10.8.3.229,online,1
FKAAS,C 6th Flr FKAAS (North East),10.8.3.230,online,1
FKAAS,C Grnd Flr FKAAS (North East),10.8.3.225,online,1
FKAAS,C Mezzanine Flr FKAAS C (North Eas,10.8.3.222,online,1
FKAAB,Disti FKAAB BlokA-Gfloor,10.8.2.210,online,1
FKAAB,Disti FKAAB BlokA-Gfloor,10.8.2.211,online,1
FKAAB,Disti FKAAB BlokA-Gfloor,10.8.3.3,online,1
G8,G8 Envirolab,10.10.11.115,online,1
C,Mkml Komp3 - Blok C 1st Floor,10.8.2.34,online,1
FKEE,Disti FKEE QB,10.8.2.220,online,1
FKEE,Disti QA-CCTV GFloor,10.8.3.124,online,1
FKEE,Disti QA-GFloor,10.8.3.18,online,1
FKEE,QA-1st Floor Sw,10.8.3.241,online,1
FKEE,QA-1st Floor Sw,10.8.3.246,online,1
FKEE,QA-2nd Floor Sw,10.8.3.63,online,1
FKEE,QA-3rd Floor Sw,10.8.3.85,online,1
FKEE,QA-4th Floor Sw,10.8.3.94,online,1
FKEE,QA-5th Floor Sw,10.8.3.95,online,1
FKEE,QA-6th Floor Sw,10.8.3.96,online,1
FKEE,QA-7th Floor Sw,10.8.3.98,online,1
FKEE,QA-CCTV 1st Floor sw,10.8.3.125,online,1
FKEE,QA-CCTV 2nd Floor sw,10.8.3.126,online,1
FKEE,QA-CCTV 3rd Floor sw,10.8.3.161,online,1
FKEE,QA-CCTV 4th Floor sw,10.8.3.200,online,1
FKEE,QA-CCTV 5th Floor sw,10.8.3.203,online,1
FKEE,QA-CCTV 6th Floor sw,10.8.3.236,online,1
FKEE,QA-CCTV 7th Floor sw,10.8.3.240,online,1
FKEE,QA-CCTV GFloor sw,10.8.3.122,online,1
FKEE,QA-GFloor Sw,10.8.3.121,online,1
FKEE,QB-1st Floor,10.8.2.222,online,1
FKEE,QB-2nd Floor,10.8.2.223,online,1
FKEE,QB-Gfloor,10.8.2.221,online,1
A5,1st Floor,10.8.3.143,online,1
A5,1st Floor Server,10.8.3.144,online,1
A5,2nd Floor Mkmal Komputer Siwazah P,10.8.3.146,online,1
A5,2nd Floor,10.8.3.145,online,1
A5,3rd Floor,10.8.3.147,online,1
A5,4th Floor,10.8.3.148,online,1
A5,5th Floor,10.8.3.216,online,1
A5,6th Floor,10.8.3.217,online,1
A5,7th Floor,10.8.3.218,online,1
A5,8th Floor,10.8.3.219,online,1
A5,Distribution Sw FPTP,10.8.3.20,online,1
A5,Gfloor Disti Room,10.8.3.141,online,1
A5,G-Floor Mkml Automasi J002-A,10.8.3.99,online,1
A5,Gfloor,10.8.3.142,online,1
A5,A 1stFloor,10.8.3.190,online,1
A5,A 2ndFloor,10.8.3.191,online,1
A5,A 3rdFloor,10.8.3.192,online,1
A5,A 4thdFloor,10.8.3.193,online,1
A5,A 5thFloor,10.8.3.194,online,1
A5,A Gfloor Floor,10.8.3.189,online,1
A5,B 1stFloor,10.8.3.196,online,1
A5,B GndFloor,10.8.3.195,online,1
A5,C 1StFloor,10.8.3.198,online,1
A5,C 2ndFloor,10.8.3.199,online,1
A5,C GndFloor,10.8.3.197,online,1
A5,Disti FPTV Blok A-Gfloor,10.8.3.120,online,1
A5,KC-FPTV-1stFloorPusat Sumber FPTV,10.8.2.11,online,1
A5,1stFloor FSKTM,10.8.3.132,online,1
A5,2ndFloor FSKTM,10.8.3.133,online,1
A5,3rdFloor FSKTM,10.8.3.134,online,1
A5,4thtFloor FSKTM,10.8.3.135,online,1
A5,5th Floor FSKTM,10.8.3.136,online,1
A5,6th Floor FSKTM,10.8.3.137,online,1
A5,7th tFloor FSKTM,10.8.3.138,online,1
A5,Disti FSKTM GFloor,10.8.2.206,online,1
A5,Disti FSKTM GFloor,10.8.2.207,online,1
A5,Disti FSKTM GFloor,10.8.3.130,online,1
A5,G9 Biodiesel,10.8.3.234,online,1
A5,GFloor FSKTM,10.8.3.131,online,1
A5,SW Server Room Gfoor in Disti,10.10.11.23,online,1
A5,Cafe Access Switch,10.8.2.30,online,1
A5,Cafe Main Switch,10.8.2.29,online,1
A5,F6 1stFloor Oricc,10.8.2.33,online,1
A5,F6 2ndFloor Oricc,10.8.2.57,online,1
A5,F6 3rdFloor Oricc,10.8.2.58,online,1
A5,F6 4thFloor Oricc,10.8.2.59,online,1
A5,F6 Disti Main Switch Oricc,10.8.2.31,online,1
A5,F6 Gfloor Oricc,10.8.2.32,online,1
A5,HEPA Access Switch,10.8.2.27,online,1
A5,HEPA Main Switch,10.8.2.19,online,1
A5,Palapes Kabin,10.8.3.115,online,1
A5,Palapes Pejabat,10.8.3.82,online,1
A5,PPUK Kabin Depan Relasis,10.8.2.41,online,1
A5,Reccess,10.8.3.87,online,1
A5,Relasis Pejabat,10.8.2.21,online,1
A5,Suksis Pejabat,10.8.3.116,online,1
A5,A-,10.9.4.30,online,1
A5,A-004-A BK,10.9.4.7,online,1
A5,A-101-02 Studio Pemb. Video & Animasi,10.9.4.4,online,1
A5,A-102-,10.9.4.16,online,1
A5,A-109-,10.9.4.18,online,1
A5,A-203 Bilik Pensyarah,10.9.4.26,online,1
A5,AP SW BCB 2nd Floor B-201-,10.9.4.40,online,1
A5,B-001-B Studio FKAAB GFloor (fpt lama,10.9.4.2,online,1
A5,B-,10.9.4.6,online,1
A5,B-014-A PTM Office Operasi (3812) Pin,10.9.4.3,online,1
A5,B-014-A PTM Office Operasi Access Swi,10.9.4.8,online,1
A5,B-103-,10.9.4.11,online,1
A5,B-,10.9.4.12,online,1
A5,B-105-,10.9.4.13,online,1
A5,B-106-,10.9.4.14,online,1
A5,Core SW BCB 2nd Floor B-201-02 Pin,10.9.4.252,online,1
A5,MKPTM,10.9.4.9,online,1
A5,A LAN & POE,10.8.2.217,online,1
A5,A POE L1 (room A2-05),10.8.2.46,online,1
A5,B,10.8.3.86,online,1
A5,B SW,10.8.2.64,online,1
A5,C,10.8.2.44,online,1
A5,Cambium Master FKAAB(A) to KKP(H),10.8.2.169,online,1
A5,Cambium Remote KKP(H) to FKAAB(A)P,10.8.2.170,online,1
A5,D,10.8.2.45,online,1
A5,E Disti Gfloor,10.8.3.93,online,1
A5,E POE,10.8.2.40,online,1
A5,F,10.8.3.91,online,1
A5,G,10.8.3.113,online,1
A5,H Disti,10.8.3.235,online,1
A5,H Lab,10.8.3.89,online,1
A5,H Lab POE for AP,10.64.3.5,online,1
A5,J,10.8.3.109,online,1
A5,K,10.8.3.110,online,1
A5,L,10.8.3.114,online,1
A5,M,10.8.3.111,online,1
A5,N,10.8.3.112,online,1
A5,UBNT Master FKAAB(A) to KKP(H) Pin,10.10.11.212,online,1
A5,UBNT Master FKAAB(A) to KKP(H) Pin,10.10.11.213,online,1
A5,UBNT Master FKAAB(C) to KKP(H),10.8.2.49,online,1
A5,UBNT Remote KKP(H) to FKAAB(A)Ping,10.10.11.210,online,1
A5,UBNT Remote KKP(H) to FKAAB(A)Ping,10.10.11.211,online,1
A5,UBNT Remote KKP(H) to FKAAB(C),10.8.2.50,online,1
A5,Disti G4 Cafe Gfloor,10.8.3.100,online,1
A5,G4-1stFlr-Office,10.8.3.102,online,1
A5,G4A POE KKTDI Switch 1st Floor,10.10.11.19,online,1
A5,G4-AB Blok Soikongan,10.8.3.103,online,1
A5,G4-AB-Switch PoE,10.8.3.38,online,1
A5,G4B POE KKTDI Switch 1st Floor,10.10.11.18,online,1
A5,G4C POE KKTDI Switch 1st Floor,10.10.11.17,online,1
A5,G4-CD Blok Sokongan,10.8.3.104,online,1
A5,G4D POE KKTDI Switch 1st Floor,10.10.11.16,online,1
A5,G4-Gnd Cafe,10.8.3.101,online,1
A5,G5-1stFlr Office,10.8.3.106,online,1
A5,G5A POE KKTF Switch 1st Floor,10.8.2.86,online,1
A5,G5-AB Blok Sokongan,10.8.3.107,online,1
A5,G5B POE KKTF Switch 1st Floor,10.8.2.87,online,1
A5,G5C POE KKTF Switch 1st Floor,10.8.2.88,online,1
A5,G5-CD Sokongan,10.8.3.108,online,1
A5,G5D POE KKTF Switch 1st Floor,10.8.2.89,online,1
A5,G5-Gnd Cafe,10.8.3.105,online,1
A5,1st Floor WC03 Blkg Lif,10.8.3.206,online,1
A5,1st Floor WC,10.8.3.207,online,1
A5,2nd Floor WC05 Blkg Lif,10.8.3.208,online,1
A5,2nd Floor WC,10.8.3.209,online,1
A5,3rd Floor WC07 Blkg Lif,10.8.3.210,online,1
A5,3rd Floor WC,10.8.3.211,online,1
A5,4th Floor WC09 Blkg Lif,10.8.3.212,online,1
A5,4th Floor WC,10.8.3.213,online,1
A5,5th Floor WC11 Blkg Lif,10.8.3.214,online,1
A5,5th Floor WC12 Blkg Pej PNC,10.8.3.215,online,1
A5,Billing Telefon Server Library Pin,10.63.55.207,online,1
A5,CCTV Switch For Server Bilik Server A,10.8.3.65,online,1
A5,CCTV Switch For Server Gfloor Bilik K,10.8.3.66,online,1
A5,Disti Perpustakaan 2nd Floor BigSt,10.8.2.212,online,1
A5,Disti Perpustakaan 2nd Floor Blkg,10.8.2.213,online,1
A5,Disti Perpustakaan 2nd Floor,10.8.3.202,online,1
A5,DSI Belakang,10.8.2.231,online,1
A5,DSI UCiTV,10.8.2.230,online,1
A5,Gfloor WC01 Blkg Lif,10.8.3.204,online,1
A5,Gfloor WC,10.8.3.205,online,1
A5,Masjid,10.8.3.232,online,1
A5,PABX Telefon Server Library,10.63.55.206,online,1
A5,Pos Kawalan 4 Depan Masjid,10.8.2.63,online,1
A5,PPP Pembangunan,10.8.2.110,online,1
A5,PPP Penyelengaraan,10.8.2.158,online,1
A5,printer fujixerox IO,10.63.24.225,online,1
A5,Server Farm Library Rack Switch,10.8.3.2,online,1
A5,Stor Kimia,10.8.2.67,online,1
A5,Taska,10.8.3.233,online,1
A5,Yayasan UTHM Library Gfloor (bilik ka,10.8.2.39,online,1
A5,A10 to A20 Master UBNT,10.60.35.247,online,1
A5,A20 to A10 Remote UBNT,10.60.35.248,online,1
A5,A6 Pos Pengawal Master UBNT -,10.8.2.174,online,1
A5,A6 Pos Pengawal Remote UBNT -,10.8.2.173,online,1
A5,ATM Master UBNT (B3 blkg ict room to,10.10.11.24,online,1
A5,ATM Remote UBNT (ATM to B23),10.10.11.25,online,1
A5,FSKTM to New DC Master UBNT,10.10.11.31,online,1
A5,New DC - FSKTM Remote UBNT,10.10.11.32,online,1
A5,Nursery Master UBNT (mounting at G,10.8.207.207,online,1
A5,Nursery Remote UBNT,10.8.207.208,online,1
A5,Pos 6 Pengawal Master UBNTBalkoni,10.63.43.207,online,1
A5,Pos 6 Pengawal Remote UBNT Tmn U t,10.63.43.208,online,1
A5,A Blok Pejabat,10.100.0.4,online,1
A5,B Blok Asrama Perempuan,10.100.0.5,online,1
A5,C Blok VIP Asrama,10.100.0.6,online,1
A5,CORE PUMAS,10.100.0.3,online,1
A5,D Blok Asrama Lelaki,10.100.0.7,online,1
A5,E Blok Dewan Makan,10.100.0.8,online,1
A5,Pumas Master UBNT Pos Kawalan Ping,10.100.10.205,online,1
A5,Pumas Remote UBNT Pos Kawalan Ping,10.100.10.206,online,1
A5,FSKTM Temp Sw to NDC,10.8.3.21,online,1
A5,NDC Poe Switch Cold Isle,10.10.11.27,online,1
